epoch_idx	precision@1	recall@1	ndcg@1	precision@2	recall@2	ndcg@2	precision@3	recall@3	ndcg@3	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10	precision@20	recall@20	ndcg@20	precision@40	recall@40	ndcg@40	precision@60	recall@60	ndcg@60	precision@80	recall@80	ndcg@80	precision@100	recall@100	ndcg@100
1.0	0.05351170524954796	0.01606733538210392	0.05351170568561873	0.05629877373576164	0.03283349424600601	0.05972917134526625	0.05202526971697807	0.04162942245602608	0.06072575113839161	0.04548494890332222	0.054844439029693604	0.06296487790592767	0.03935340419411659	0.09296736866235733	0.07366403396488158	0.036622077226638794	0.1630306988954544	0.09710299795243346	0.032107021659612656	0.2623937726020813	0.12941049721846304	0.02917131409049034	0.3460357189178467	0.1532886001948125	0.027564100921154022	0.42779776453971863	0.17453736042844412	0.02519509382545948	0.4865539073944092	0.188894398424422
2.0	0.07246376574039459	0.01983354426920414	0.07246376811594203	0.07525083422660828	0.03949427604675293	0.07943084863515455	0.07469341903924942	0.058165986090898514	0.08563187822892192	0.06243032217025757	0.08199284970760345	0.08819910898132474	0.053288742899894714	0.1342191994190216	0.10184281090494911	0.043589744716882706	0.20261980593204498	0.12309100523392236	0.0358138233423233	0.30383676290512085	0.1555361202998411	0.030843554064631462	0.3719855844974518	0.1759957868727553	0.028414158150553703	0.43901708722114563	0.19456876097613768	0.025875138118863106	0.48882415890693665	0.2077787700623765
3.0	0.09587513655424118	0.025015832856297493	0.09587513935340022	0.08472687005996704	0.04530279338359833	0.09358005756683645	0.0735785961151123	0.05659109726548195	0.09100228729045004	0.06399108469486237	0.07960685342550278	0.093421455782708	0.05551839619874954	0.1383214145898819	0.10754121132006397	0.04738015681505203	0.20820660889148712	0.1301539658851809	0.03829431161284447	0.3232853412628174	0.1656005567434304	0.033519137650728226	0.411361962556839	0.19068169106984953	0.029835563153028488	0.46597933769226074	0.206571099233121	0.026822740212082863	0.512527585029602	0.21880947605473378
4.0	0.10256410390138626	0.02634952962398529	0.10256410256410256	0.08193980157375336	0.04184245690703392	0.09255232539876128	0.0735785961151123	0.05341802537441254	0.09084315882944505	0.07157190144062042	0.08309521526098251	0.0990898658226208	0.0591973252594471	0.13508860766887665	0.10909869713597928	0.04933110252022743	0.20912399888038635	0.13229651745640797	0.041443705558776855	0.33800438046455383	0.17263934667140327	0.03587885573506355	0.4330824613571167	0.1990702546737357	0.03216276317834854	0.5168726444244385	0.2202675377321554	0.028606465086340904	0.5701454281806946	0.23352394046821479
5.0	0.07134894281625748	0.013534396886825562	0.0713489409141583	0.0735785961151123	0.032627154141664505	0.07584131044343999	0.0735785961151123	0.04847098886966705	0.08105506345197548	0.0704570785164833	0.07161591947078705	0.08631331451366907	0.059977706521749496	0.12398897111415863	0.09792432134238623	0.054459311068058014	0.2247387021780014	0.1302385632916385	0.04272575303912163	0.34420713782310486	0.16765130251127686	0.036845043301582336	0.43787506222724915	0.1938550731606994	0.03248327970504761	0.5106493234634399	0.21271658400262636	0.029342250898480415	0.5739843845367432	0.22818180798801285
6.0	0.09253066033124924	0.014459236524999142	0.09253065774804906	0.08249720931053162	0.031810320913791656	0.08710372452772709	0.07766629755496979	0.046363938599824905	0.08677096750468888	0.07157190144062042	0.07534894347190857	0.09064181759093493	0.06209587678313255	0.1307084560394287	0.10322494160157093	0.054180607199668884	0.2237875759601593	0.13304607539383403	0.043171681463718414	0.3476496934890747	0.1721315941341132	0.03710516542196274	0.44316530227661133	0.19873669444572561	0.03285953029990196	0.5131636261940002	0.21751953331403834	0.029643256217241287	0.5808497667312622	0.23359327296803697
7.0	0.09921962022781372	0.020079245790839195	0.09921962095875139	0.08974359184503555	0.034997254610061646	0.09497357663058589	0.08361203968524933	0.05314115807414055	0.09537356567094474	0.07313267141580582	0.0779818519949913	0.09571196633422797	0.06354515254497528	0.13056424260139465	0.10762644706184624	0.05323300138115883	0.21863415837287903	0.1355951900807118	0.04353400319814682	0.34676170349121094	0.17650649373754868	0.037272389978170395	0.44171953201293945	0.20283618122699834	0.033040691167116165	0.5175553560256958	0.2225701532184115	0.030234113335609436	0.5916762948036194	0.24041129608727144
8.0	0.09141582995653152	0.020270518958568573	0.09141583054626533	0.08584169298410416	0.03707445040345192	0.09061997847883152	0.08026755601167679	0.05136594921350479	0.09076077838309787	0.07380155473947525	0.07858610898256302	0.09508222484574361	0.06209587678313255	0.1325615793466568	0.10707696923424911	0.0529542937874794	0.21864670515060425	0.13529088794030383	0.04188963398337364	0.3443032503128052	0.17401638100932812	0.036101821810007095	0.4409039616584778	0.2006824346561737	0.032260313630104065	0.5105087757110596	0.21948880674222324	0.029219619929790497	0.575587272644043	0.23536700779767686
9.0	0.09364548325538635	0.021910294890403748	0.09364548494983277	0.08807134628295898	0.03915085643529892	0.0939842845666866	0.08509846776723862	0.05944602191448212	0.09747351215612514	0.07714604586362839	0.08765160292387009	0.101327727394532	0.062318842858076096	0.13806743919849396	0.11136275605535785	0.053288742899894714	0.2284296154975891	0.14068803455728865	0.04306020215153694	0.36165687441825867	0.18160099229623264	0.03677072003483772	0.45308011770248413	0.20725922450371623	0.03252508118748665	0.5262959599494934	0.2263011514884803	0.029375694692134857	0.5920488834381104	0.24210936965780883
10.0	0.09476031363010406	0.021962499246001244	0.0947603121516165	0.0891861766576767	0.042619042098522186	0.09537121538757501	0.08547008782625198	0.05747447535395622	0.09716170359890894	0.0751393586397171	0.0894041359424591	0.10082826581204549	0.06677815318107605	0.151541069149971	0.11736405445320623	0.05551839619874954	0.23987500369548798	0.14650367746303697	0.044843923300504684	0.3759525716304779	0.18877429858670866	0.03794128820300102	0.47196492552757263	0.21521775136287574	0.03333333507180214	0.5430572032928467	0.23371399641910426	0.029999997466802597	0.6031315922737122	0.24877238724529788
