item_id,similar_item_id,cosine_similarity
2,227,0.9134981456522788
6,8,0.902894130233643
6,27,0.9011488167469179
6,126,0.9151201551526627
6,155,0.9025831730237439
6,201,0.9068757515165845
6,237,0.9009161453078742
6,276,0.9102552481102072
6,338,0.9080831537039495
6,358,0.902540203648499
6,480,0.9238410946067375
6,481,0.9186048223343117
6,619,0.91971726582526
6,624,0.9026172563582099
6,639,0.9074152109799657
6,673,0.9057104356321952
6,747,0.9037944583124458
6,958,0.9140755990419785
6,961,0.9003467200536003
6,1048,0.9001526701452998
6,1154,0.9302197132577925
7,13,0.9048523443467212
7,66,0.905531647449714
7,122,0.9166598522977716
7,144,0.9026755267458414
7,151,0.9068206185008454
7,202,0.9027620173562317
7,233,0.9127422093879154
7,237,0.9077354937212259
7,242,0.9167289879041751
7,265,0.9083221072432901
7,358,0.9337234856141752
7,372,0.9078128427081842
7,457,0.9011032349439559
7,466,0.9172629432637517
7,473,0.9104960622025315
7,562,0.9081339951843186
7,708,0.912241176796502
7,821,0.9003835661328686
7,1017,0.9148144495515333
13,37,0.901313852181081
13,77,0.9011141096034094
13,87,0.9238471623292963
13,89,0.908718706618875
13,97,0.9002543284396091
13,151,0.9168994683167848
13,222,0.9085092219192544
13,358,0.9126603495285909
13,480,0.9064848815480705
13,481,0.9203382752811974
13,497,0.9070615447894402
13,542,0.9109269058338603
13,562,0.9157016666111989
13,605,0.9014986990159874
13,623,0.9040625374550888
13,639,0.9058331463094759
13,658,0.9040422713151983
13,782,0.9055415380212004
13,784,0.9007782530184327
13,1017,0.9165696393163599
22,1323,0.9015139380486921
23,312,0.9071982489920968
23,802,0.9062385032855248
27,37,0.9061906836005925
27,101,0.9073601554829661
27,201,0.9037996950275545
27,303,0.9065552687862837
27,658,0.9112073804277556
27,1017,0.9139507013421013
32,33,0.9231845863582893
32,76,0.9109160668920866
32,175,0.9091037261701735
32,201,0.9002197112939483
32,274,0.9032106473311979
32,278,0.901536560940173
32,327,0.907346121147078
32,358,0.9291970626740842
32,551,0.9025754903718809
32,562,0.9080762337971311
32,658,0.9029843466650394
33,92,0.9046245617106248
33,167,0.9017474028742847
33,358,0.9031669398638849
33,897,0.9049056513090661
34,54,0.9045708950839078
34,106,0.9023053038970525
34,276,0.9006788600303235
34,334,0.9125096485630878
34,358,0.9036391113109944
34,441,0.9217997780014701
34,486,0.9085212897454359
34,562,0.9017872191477189
34,658,0.9151851933419324
34,688,0.9049103680630413
34,857,0.9115780602574308
34,868,0.9139143196402983
34,897,0.9175624068538878
35,231,0.9029924153427203
35,448,0.9131568690143208
35,553,0.900196220983661
37,67,0.9089444861459289
37,101,0.9221495717391333
37,111,0.9068577383209978
37,155,0.9284068460259592
37,175,0.9089150258089004
37,201,0.9031364219710848
37,202,0.9137518607488101
37,222,0.9135263682150931
37,227,0.9263539000440391
37,276,0.9047157457628868
37,285,0.9132026213051041
37,300,0.9024463041782562
37,304,0.9207792157317509
37,318,0.9062286159857117
37,321,0.9017706297265743
37,327,0.9257131679553227
37,358,0.9070714790017818
37,407,0.9033558219919265
37,433,0.9209380695392118
37,450,0.902700361870075
37,453,0.9062933411521771
37,480,0.9032643255608896
37,497,0.9039681188970642
37,513,0.9056329532854955
37,538,0.9108199170904533
37,542,0.9167246611527234
37,562,0.927605817262668
37,585,0.9179437205298935
37,588,0.9037555516530242
37,623,0.9356660206537757
37,630,0.9052206029389102
37,696,0.9182660064686198
37,754,0.9097339697462786
37,768,0.9139891806839991
37,862,0.9022505172673148
37,868,0.9142393760285322
37,889,0.906813919914465
37,897,0.9014132825905236
37,1017,0.9116522056709478
44,480,0.9054135531056474
47,1017,0.9047212363872154
48,481,0.9162330282606247
48,574,0.9030044916533386
48,974,0.9038885740469539
48,1017,0.9029149379016004
53,318,0.9192435267354805
54,385,0.9039953182598078
54,980,0.902716199809257
55,137,0.9013278986169807
55,673,0.9026042466906884
57,66,0.90745741594544
59,182,0.905591549304655
59,1017,0.9099381286434263
61,358,0.9076354661464682
61,1017,0.9057255677777077
63,321,0.9137190360667643
63,489,0.9031108581660066
63,1437,0.9018996850172473
66,74,0.9005208358663832
66,100,0.9158072922071088
66,102,0.9152667611753554
66,120,0.9048115590835285
66,167,0.9068328135981705
66,212,0.9142318415410361
66,240,0.9087023394689384
66,358,0.9100407144598959
66,937,0.9131645760990145
66,1586,0.9076085018686832
67,90,0.9042985845260022
67,222,0.9195864075687772
67,551,0.9051909115753715
67,562,0.9071917205659791
67,696,0.9019696782076592
72,167,0.9000094777954419
74,237,0.9158179502767683
74,358,0.9003090769321205
74,562,0.901376816097347
74,1017,0.9025004253856779
76,92,0.9020998586296087
76,99,0.9105903855716467
76,358,0.9225309641579797
76,477,0.9139123603166707
77,87,0.9043394911080889
77,113,0.9182882057347403
77,158,0.9022378938929345
77,192,0.9055427427163771
77,294,0.9014268669684445
77,303,0.9151664295327977
77,574,0.9001104885427467
77,784,0.9239559701457483
77,1017,0.9087970555034144
79,1157,0.9088338557734841
82,658,0.9004782784546232
82,735,0.9006000264573316
83,202,0.9051579852054105
83,212,0.9025560898387512
83,348,0.9021670206055541
83,381,0.9079082542475971
83,970,0.9018631786483952
84,202,0.9040182084380253
84,623,0.9022247543355236
87,151,0.9232293376302091
87,152,0.9035388298979127
87,274,0.9020959905385177
87,481,0.9011058351798994
87,658,0.9012649033865413
87,673,0.9120368070368678
87,784,0.9008068859936923
87,1017,0.93075298655402
87,1374,0.9082173066935071
87,1375,0.9126553214335835
89,623,0.9042297374659086
90,101,0.9040725172134348
92,167,0.9089682166750668
92,201,0.9259737885800123
92,202,0.9145158936607695
92,255,0.9018747649302686
92,308,0.9014886200722594
92,322,0.903156231744596
92,330,0.9142554289300064
92,348,0.9184241598901677
92,358,0.9234944663509284
92,453,0.9018701732704788
92,477,0.9162208400320311
92,481,0.9183876154098325
92,562,0.9155724982705438
92,613,0.9049656272956117
92,630,0.9004899443357225
92,1017,0.9229086520920426
95,202,0.9036042673373343
95,362,0.9038406767344851
95,885,0.9115817151400913
95,1628,0.9043116448502361
97,358,0.906149425238786
97,477,0.9192022479679235
97,481,0.9023230219397977
97,587,0.9003271463415469
97,950,0.9010649431358356
98,202,0.9012163475883046
100,115,0.902801417484826
100,167,0.9218298105832948
100,198,0.905991980566258
100,202,0.9087890947551117
100,226,0.9022555604320025
100,233,0.9041156836612687
100,255,0.9081346913161509
100,358,0.9033268218679961
100,365,0.9090492908965189
100,625,0.9009597842259147
100,694,0.9041155115906704
100,844,0.9094777712910134
100,1362,0.9060758117460515
100,1460,0.9067310158531461
100,1521,0.9025472364875549
100,1682,0.9000200812379932
101,327,0.9095909144380796
101,513,0.900968880636635
101,623,0.9020133731154537
101,754,0.9082306054971593
101,768,0.906525596075245
102,474,0.9075130005835631
102,562,0.9076481112030386
102,601,0.9058412485552474
102,865,0.9052376319775182
106,233,0.9011380782744386
106,312,0.9192038305001172
106,358,0.903311573078244
106,457,0.9070141049434511
106,501,0.9038556377214495
106,613,0.9141191492792141
106,1039,0.9016064386696258
110,334,0.9049336594190391
111,542,0.9007885365371228
111,623,0.9021436532566875
111,673,0.9006745014444476
111,754,0.9046107640296109
112,274,0.9012590477915833
112,378,0.902258430508192
113,542,0.900344387698046
113,802,0.9058407429089675
115,180,0.9032365593511856
115,298,0.9019208724179574
118,141,0.9138201480887485
119,151,0.9043756244548835
119,477,0.9061730997418043
119,624,0.9039615626350729
119,950,0.908494991940141
119,970,0.9044816038625578
121,151,0.9026000192513456
121,167,0.9132567488752549
121,1048,0.9014763573592404
122,784,0.9005263622476021
126,155,0.9046504435833631
126,201,0.9120158631568394
126,237,0.9040498342132519
126,274,0.901162108191187
126,424,0.900602604145362
126,481,0.9058609930032759
126,493,0.9061639347754831
126,562,0.9027413144137926
126,623,0.9031018474502098
126,658,0.9026425258126455
126,673,0.9122807314661111
126,696,0.9002565043289509
126,730,0.9101178660236505
126,868,0.9002593181205348
126,1444,0.9161447341684019
136,784,0.9245808961635409
141,694,0.9013548789637478
141,1586,0.9142643373004801
142,183,0.9054520364688368
144,233,0.9099816990000235
144,358,0.910283776346597
144,391,0.9021055263826723
144,1039,0.9022174270359596
147,198,0.9011392959489141
151,167,0.9175915984855979
151,202,0.9083332614210983
151,237,0.9013054085336969
151,248,0.9047393009921622
151,261,0.9021573714283151
151,276,0.9120003867913513
151,358,0.9047520615139828
151,410,0.9091705629508418
151,474,0.9024974059825047
151,481,0.9107386831301324
151,639,0.9159534103877147
151,1017,0.909760108675993
151,1020,0.907206538616939
154,243,0.9021495137777807
155,202,0.9135656038120388
155,227,0.9248650589556041
155,338,0.9148500780579237
155,433,0.9116982592731363
155,461,0.9073405746946318
155,507,0.9110908823074244
155,538,0.9203875418060432
155,542,0.9026579988957694
155,623,0.9209939069420818
155,639,0.91140268791995
155,1109,0.901054420125934
156,348,0.90857923485282
156,358,0.9042253597074472
162,318,0.9089838485576779
162,358,0.9132046821916129
162,587,0.9047265554085678
167,202,0.9361554009273266
167,204,0.9050439493286324
167,212,0.9133129938793433
167,255,0.9223519368978634
167,358,0.9090477880048271
167,366,0.9008709218840969
167,481,0.9110452960435584
167,562,0.9048196980252496
167,566,0.9041347517813544
167,1017,0.905728123163048
171,327,0.9012600162821456
173,529,0.9012023666681244
173,558,0.9063930420124846
175,209,0.9046123548619738
175,432,0.9186441479934847
175,542,0.9113364002094713
180,980,0.9030318358085484
181,497,0.906892982503094
183,190,0.9050870582681764
183,265,0.9016900893186632
183,358,0.9037305858533826
183,434,0.9115030121712467
183,472,0.904746768282805
189,443,0.9174743287958284
189,688,0.903021636937126
190,212,0.9015929107854824
190,241,0.9020970134851954
190,308,0.9153323266527463
190,327,0.9011961637260882
190,572,0.9057995107021747
192,562,0.9076119235170399
192,802,0.9038714025354255
198,255,0.9102753859911727
198,562,0.9068284735622487
198,1572,0.9028548471596041
201,222,0.903445043153932
201,227,0.9001604442672587
201,254,0.9079315968820133
201,274,0.9210529377197854
201,276,0.9181048244798143
201,318,0.9076860321321228
201,346,0.9027346451365408
201,358,0.9089005342371851
201,481,0.9046807793915991
201,562,0.9391629821909385
201,696,0.916061660185678
201,1017,0.9336899038798792
201,1551,0.918432175579232
202,208,0.9081524736708954
202,212,0.9106430557279367
202,233,0.9032161964224452
202,255,0.9139551194779292
202,272,0.9020250404117459
202,308,0.9135957740970888
202,315,0.9088151258082295
202,357,0.9173950278214021
202,358,0.9023555148665237
202,481,0.914264171824506
202,502,0.9153490643705314
202,542,0.9005010805168948
202,562,0.9001265858750971
202,623,0.9307314889457571
202,630,0.9116865023227875
202,639,0.9028632472503867
